periodo,#_clicks,#_registros_in,#_primer_depósito_in,total_depositado_in,#_personas_que_apostaron_in,total_apostado,net_revenue_in,año_mes,conversion_rate,avg_deposit_per_user,revenue_per_deposit
2023-06-09,5.0,0.0,1.0,2774.8238752256,152.0,14492.2457324213,314.94609198602,2023-06,0.0,18.25542023174737,0.11350129094604755
2023-06-20,10.0,0.0,1.0,3765.4293924446,145.2,24579.4168192078,1543.34143628643,2023-06,0.0,27.484886076237956,0.4098712989767307
2023-06-24,2.0,27.0,11.0,10610.36790924274,151.0,76584.1462034473,4755.08241878017,2023-06,13.5,70.41340126321523,0.4472246970031377
2023-07-05,5.0,16.0,6.0,4115.650830292,203.0,20685.7481363754,211.419774274096,2023-07,3.2,20.274142021142858,0.05136970627294348
2023-07-06,2.0,50.29999999999994,21.0,6529.277221165,265.0,26540.1620922935,2603.9418262,2023-07,36.0,24.63878196666038,0.39881011909850966
2023-07-07,3.0,44.0,20.0,10610.36790924274,182.0,60899.2578256039,4110.82973444994,2023-07,14.666666666666666,63.91595448760989,0.35338557867097553
2023-07-08,1.1000000000000005,21.0,16.0,8543.7573222657,267.0,80203.0879415535,1116.70857653579,2023-07,21.0,31.99909109462809,0.13070462261674498
2023-07-10,5.0,50.29999999999994,36.599999999999966,6161.280910896,210.0,35280.8573010454,2881.30364842004,2023-07,17.8,29.33943290902857,0.4676468562445449
2023-07-13,7.0,50.29999999999994,36.599999999999966,6248.4491958988,588.0,36239.5842331319,2126.51374662949,2023-07,67.14285714285714,10.626614278739456,0.34032664425362336
2023-07-25,1.1000000000000005,50.29999999999994,36.599999999999966,9923.6463742152,596.9999999999999,54718.6198866583,2824.2843504305,2023-07,156.0,9.24850547457148,0.28460147046038364
2023-08-19,1.1000000000000005,4.0,12.0,10610.36790924274,596.9999999999999,72328.9546265748,3576.68127415608,2023-08,4.0,13.820731889426385,0.24741015098150876
2023-08-22,1.1000000000000005,2.0,4.0,10610.36790924274,596.9999999999999,101036.279716265,2814.00244787418,2023-08,2.0,15.921697180628103,0.22372165320192877
2023-09-05,1.1000000000000005,1.0,5.0,7637.5944674504,578.0,51182.676794576,3007.70128121552,2023-09,1.0,13.213831258564706,0.39380217083187946
2023-09-10,2.0,0.0,1.0,8868.4388032752,596.9999999999999,47301.5370375669,1321.20984457904,2023-09,0.0,13.685862350733332,0.148978853424698
2023-09-13,1.1000000000000005,2.0,4.0,8470.3942445472,596.9999999999999,47320.7751143865,3078.61305254225,2023-09,2.0,11.846705237128951,0.3634556980065126
2023-09-19,1.1000000000000005,3.0,3.0,10610.36790924274,596.9999999999999,116038.39409886743,175.273456460808,2023-09,3.0,16.01324088670222,0.014307886266220878
